customer_id,first_name,last_name,email,phone,loyalty_tier,registration_date,total_orders,total_spent,last_order_date,preferred_order_type
CUST-KYMQJR,Isaac,Steele,isaac.steele576@icloud.com,966.692.9662x78282,Silver,2023-05-19,4,279.78,2025-11-17T13:19:56.137418,dine_in
CUST-VUHXSW,Donald,Edwards,donald.edwards@hotmail.com,890.950.7236x887,Bronze,2024-05-16,4,256.84,2026-02-10T17:58:33.137418,delivery
CUST-E89FW6,Robert,Larsen,robert.larsen@yahoo.com,921.990.3404x3842,Bronze,2023-07-27,4,235.65,2026-01-10T19:26:39.137418,dine_in
CUST-B2WHZ5,Andrea,Wilson,andrea.wilson@yahoo.com,848-358-0783,Gold,2025-12-12,7,319.65,2026-02-07T13:32:42.137418,dine_in
CUST-B43FZ5,Jill,Valdez,jill.valdez582@gmail.com,540.574.5171,Silver,2025-11-13,6,305.07,2026-02-11T15:18:50.137418,takeout
CUST-LQWS6E,Lisa,Matthews,lisa.matthews116@outlook.com,(696)429-2330x958,Bronze,2024-07-17,5,119.02,2025-11-20T20:25:08.137418,dine_in
CUST-WYALKX,Mario,Padilla,mario.padilla@icloud.com,794-581-2604x2232,Gold,2024-12-25,8,456.24,2025-12-19T18:41:27.137418,dine_in
CUST-SCXFEL,Kathleen,Lowe,kathleen.lowe@outlook.com,929.946.6711x6845,Bronze,2023-07-17,3,102.66,2025-10-14T22:54:10.137418,dine_in
CUST-LUUJMH,Mark,Smith,mark.smith@hotmail.com,001-717-451-8636x37454,Bronze,2023-12-06,6,350.74,2025-12-08T12:40:20.137418,dine_in
CUST-6YKD7K,Ashlee,Washington,ashlee.washington@yahoo.com,600-417-0127x70632,Bronze,2023-11-02,5,296.54,2025-11-19T17:34:10.137418,dine_in
CUST-9MY723,Nancy,Mcdowell,penajohn@example.com,+1-520-964-3611x03712,Silver,2024-05-15,5,472.61,2026-01-27T21:39:24.137418,dine_in
CUST-V3SSM7,Albert,Dominguez,albert.dominguez@icloud.com,362-771-3611,Bronze,2024-01-01,4,248.74,2025-11-01T12:27:31.137418,takeout
CUST-F5QXYR,Michael,Evans,wayala@example.org,+1-921-589-0927x5326,Bronze,2023-04-16,6,350.73,2026-02-06T11:36:53.137418,dine_in
CUST-EPUTXK,Christopher,Garcia,christopher.garcia@outlook.com,001-619-265-6523x41389,Silver,2024-02-04,1,20.13,2025-03-26T19:05:42.137418,takeout
CUST-BMC97C,Melanie,Barrett,jamie98@example.org,001-264-703-7613x7918,Bronze,2023-10-04,10,462.34,2025-12-02T17:59:31.137418,dine_in
CUST-229WP9,Sarah,Anderson,sarah.anderson@hotmail.com,001-365-282-7109,Silver,2024-04-25,1,63.44,2025-12-23T18:50:35.137418,delivery
CUST-TWMFTS,Jose,Williams,fryraymond@example.com,+1-386-566-1889x2414,Bronze,2023-03-27,3,143.46,2026-01-06T09:50:06.137418,dine_in
CUST-AKXTT4,Terri,Moore,terri.moore194@outlook.com,269-614-6303x16179,Gold,2024-07-09,3,166.67,2026-02-08T20:55:37.137418,dine_in
CUST-D3P26A,Elizabeth,Barrett,elizabeth.barrett@gmail.com,(610)420-2758,Bronze,2024-05-06,1,24.73,2025-11-16T22:53:36.137418,dine_in
CUST-5HBQT2,Nathan,Brady,jessica10@example.com,(448)714-9177x85079,Bronze,2026-03-25,5,291.43,2025-12-22T13:18:19.137418,dine_in
CUST-H7UU24,Eric,Ayala,eric.ayala@yahoo.com,001-913-780-0030,Silver,2023-10-07,2,130.02,2025-10-27T21:20:50.137418,dine_in
CUST-JTUZFX,Patrick,Hernandez,patrick.hernandez@gmail.com,3867353654,Gold,2024-05-05,4,134.77,2025-12-13T15:26:14.137418,dine_in
CUST-3LPEN2,David,Nunez,david.nunez@yahoo.com,6237806174,Silver,2024-11-13,4,171.83,2025-09-28T18:43:20.137418,dine_in
CUST-7T8TEH,Christopher,Bryant,christopher.bryant@gmail.com,(534)494-9375x973,Gold,2023-04-30,4,145.17,2025-09-25T22:31:22.137418,dine_in
CUST-ZGJXV5,Adam,Ortiz,adam.ortiz@icloud.com,585.505.0641,Silver,2023-11-19,3,108.54,2025-12-06T12:23:12.137418,dine_in
CUST-5L8A78,Robert,Woodward,robert.woodward@hotmail.com,(341)303-8657,Silver,2024-06-12,5,371.73,2026-01-20T17:52:30.137418,dine_in
CUST-NHLKQW,William,Walsh,william.walsh@outlook.com,(719)990-6234x4565,Bronze,2023-05-03,5,321.5,2026-01-24T08:31:42.137418,dine_in
CUST-9R47MP,Joseph,Jones,joseph.jones@yahoo.com,729.812.1277,Bronze,2024-01-14,5,269.84,2025-12-15T08:08:30.137418,dine_in
CUST-UZKGHU,David,Howard,david.howard@icloud.com,001-437-347-4112x49035,Silver,2023-07-13,3,237.77,2025-11-11T20:48:09.137418,dine_in
CUST-48WRF3,Jennifer,Schmitt,jennifer.schmitt@icloud.com,(980)344-2067x8831,Gold,2024-01-05,3,178.5,2025-08-02T22:04:03.137418,dine_in
CUST-WBB58X,Linda,Taylor,brownkimberly@example.org,(236)351-9941,Bronze,2025-01-29,6,432.19,2025-10-16T18:50:58.137418,dine_in
CUST-HYASMV,James,Brewer,james.brewer@icloud.com,(815)810-7029,Silver,2023-04-01,1,26.86,2026-01-07T17:56:55.137418,dine_in
CUST-TPAZTK,Tyler,Reyes,tyler.reyes@hotmail.com,(625)932-4472x09993,Gold,2023-05-06,8,342.73,2026-01-15T13:57:00.137418,takeout
CUST-DEGS4J,Robert,Pierce,robert.pierce@outlook.com,2148626383,Bronze,2023-07-06,2,100.17,2025-12-11T20:37:15.137418,dine_in
CUST-YK4C9W,Kimberly,Howard,kimberly.howard@hotmail.com,+1-275-798-5642,Silver,2023-04-16,3,89.0,2026-02-04T12:38:04.137418,dine_in
CUST-AFRP3U,Carla,Johnson,brian78@example.com,001-493-421-3348x03965,Bronze,2023-12-25,5,319.79,2025-12-23T13:00:52.137418,takeout
CUST-BG56RB,Joel,Stewart,joel.stewart@outlook.com,001-459-905-9929x3784,Silver,2023-04-07,3,154.59,2025-12-06T12:27:14.137418,dine_in
CUST-7L8U2Y,Benjamin,Brown,benjamin.brown578@gmail.com,+1-730-287-0593x252,Bronze,2025-01-11,1,13.54,2025-08-02T16:54:06.137418,dine_in
CUST-N6L2E9,Andrew,Willis,kimmathis@example.com,456-891-5452,Silver,2026-03-25,7,268.03,2026-02-01T16:44:14.137418,dine_in
CUST-BP4L28,Latoya,Yu,latoya.yu280@outlook.com,+1-452-289-5392x6442,Silver,2023-10-31,4,141.4,2025-12-02T17:36:39.137418,delivery
CUST-HTNFUN,Stacy,Fry,xrosales@example.net,4297593917,Bronze,2023-07-07,3,192.9,2025-10-19T10:47:45.137418,dine_in
CUST-CJN3EN,Julie,Young,julie.young316@gmail.com,221-857-0433x15410,Bronze,2024-08-30,2,73.73,2025-12-15T22:41:31.137418,dine_in
CUST-DCPTSD,Samuel,Barnes,samuel.barnes613@icloud.com,(567)465-8617,Silver,2025-03-22,5,270.49,2026-01-09T22:34:52.137418,dine_in
CUST-AP2ZT9,Shannon,Lloyd,shannon.lloyd390@icloud.com,8404541152,Bronze,2023-07-18,8,422.07,2025-10-01T11:46:09.137418,takeout
CUST-JEFJK3,Jessica,Payne,jessica.payne@yahoo.com,859-497-0629,Bronze,2024-03-10,2,95.54,2025-10-21T19:01:43.137418,delivery
CUST-QEAN4N,Brian,Rivera,robertspencer@example.net,+1-944-443-1069,Bronze,2023-10-18,1,52.64,2025-06-05T20:49:08.137418,takeout
CUST-4WVKVY,Brian,Smith,brian.smith@yahoo.com,649-373-1032,Platinum,2023-07-30,3,238.22,2025-08-16T17:33:30.137418,dine_in
CUST-YRUHN4,Thomas,Wilson,thomas.wilson@gmail.com,(277)641-8625x6527,Bronze,2026-03-25,7,487.55,2026-01-22T11:54:35.137418,dine_in
CUST-F2AZ8G,Scott,Baker,anne21@example.org,+1-558-969-3806x86879,Gold,2023-04-21,3,137.0,2025-11-02T21:08:07.137418,dine_in
CUST-53XEKJ,Kent,Foster,kent.foster@hotmail.com,001-508-598-9921x722,Bronze,2026-03-25,3,118.59,2025-06-13T09:22:59.137418,dine_in
CUST-RNS7YT,David,Henderson,oharris@example.org,+1-945-211-6868x548,Bronze,2025-06-27,1,21.51,2025-11-07T13:18:00.137418,takeout
CUST-TWC2XM,Kristin,Dean,kristin.dean@gmail.com,761.862.2999x11914,Silver,2024-04-09,0,0.0,,
CUST-8L3DDH,Joseph,Pena,rjohnson@example.com,(999)660-6530,Silver,2024-05-24,3,78.57,2026-01-11T17:50:43.137418,dine_in
CUST-HMQXYE,Penny,Smith,larry71@example.org,(947)554-6913,Bronze,2023-08-01,2,83.26,2025-10-03T11:48:29.137418,dine_in
CUST-7C4ZML,Robin,Russell,xmalone@example.org,521.248.6289x02330,Silver,2023-08-29,2,118.01,2025-10-05T18:24:17.137418,dine_in
CUST-DZQCBY,Stephen,Hull,stephen.hull@outlook.com,001-934-457-8610x357,Silver,2023-05-30,5,173.59,2026-01-05T11:34:09.137418,dine_in
CUST-9HFFT8,Susan,Wells,susan.wells@hotmail.com,+1-255-424-1406,Bronze,2024-04-20,2,117.44,2026-01-15T19:33:23.137418,dine_in
CUST-NZ6QPA,Melissa,Chan,melissa.chan@outlook.com,933.434.6800,Gold,2023-04-19,3,135.9,2025-11-25T19:47:21.137418,takeout
CUST-D5FLQJ,Deborah,Burke,walkercharlene@example.com,001-846-365-7437x489,Silver,2024-04-01,2,120.13,2025-12-26T18:23:49.137418,dine_in
CUST-VVUM5V,Adrian,Key,anna99@example.com,517-215-4544x4328,Silver,2023-08-02,4,291.54,2025-10-22T21:46:57.137418,dine_in
CUST-VCEDKF,Linda,Lang,linda.lang@icloud.com,+1-565-720-7446x660,Silver,2024-02-01,6,461.84,2026-02-01T19:21:24.137418,dine_in
CUST-PRT77F,Jessica,Walker,jessica.walker323@outlook.com,+1-375-984-2824,Gold,2024-03-13,3,75.89,2026-01-28T22:59:26.137418,dine_in
CUST-58RGNT,David,Green,david.green@hotmail.com,+1-725-713-5346,Bronze,2025-01-23,3,103.48,2025-12-20T23:13:00.137418,delivery
CUST-RCA2KJ,Jorge,Carter,jorge.carter@yahoo.com,370-899-9173,Silver,2024-09-16,3,126.63,2026-02-01T18:41:08.137418,dine_in
CUST-RSUJT9,Alyssa,Gutierrez,alyssa.gutierrez@gmail.com,(423)356-9725,Bronze,2023-06-24,3,206.66,2026-02-08T13:28:09.137418,dine_in
CUST-PZWH5B,Tony,Welch,tony.welch@gmail.com,(450)907-4329,Platinum,2024-09-21,6,436.68,2025-12-25T11:20:21.137418,delivery
CUST-H3UMYW,Kristen,Chan,kristen.chan@yahoo.com,(296)566-6760,Gold,2024-11-12,5,379.48,2025-11-24T12:25:13.137418,dine_in
CUST-UTVF9K,Jessica,Dodson,jessica.dodson@icloud.com,683-400-3354x21689,Silver,2023-05-01,7,526.42,2026-01-08T20:23:02.137418,dine_in
CUST-83795E,Cameron,Williams,stephen89@example.net,262-457-5326x03323,Bronze,2024-06-22,4,254.93,2025-11-04T16:46:20.137418,dine_in
CUST-42XRUJ,David,Dawson,david.dawson814@hotmail.com,2642890901,Gold,2023-05-01,9,401.02,2026-01-07T12:09:04.137418,dine_in
CUST-SJ7M8L,Hannah,Butler,hannah.butler@gmail.com,(418)847-2304x6184,Bronze,2024-04-27,3,162.08,2025-11-17T19:46:22.137418,dine_in
CUST-MCTGPG,Maria,Garcia,maria.garcia@outlook.com,001-791-841-1739x3483,Silver,2024-01-25,1,96.09,2026-01-19T18:27:10.137418,takeout
CUST-RLXBD3,Kenneth,Williams,kenneth.williams@gmail.com,337.353.0011x9721,Bronze,2023-11-04,3,138.18,2025-12-02T20:13:16.137418,dine_in
CUST-9P976K,Rebecca,Newman,shinton@example.com,201.420.4556x110,Gold,2023-05-01,8,634.87,2026-01-03T13:07:02.137418,dine_in
CUST-MCXWBW,Elizabeth,Jackson,patricia94@example.net,855-921-6674,Silver,2023-10-17,8,642.31,2026-02-03T23:11:17.137418,takeout
CUST-CDGCUS,Lauren,Banks,lauren.banks@gmail.com,(912)402-1697,Gold,2026-03-25,8,511.8,2026-01-22T22:49:25.137418,takeout
CUST-PECNZD,Cheryl,Maxwell,cheryl.maxwell793@outlook.com,+1-202-577-1670x145,Gold,2025-04-21,5,290.79,2026-01-27T21:16:39.137418,dine_in
CUST-WXCUVF,Tiffany,Santiago,tiffany.santiago@yahoo.com,288-491-6375x62890,Bronze,2023-10-06,7,431.28,2026-02-08T19:35:52.137418,dine_in
CUST-X5CD2U,William,Harrison,william.harrison@hotmail.com,821.575.3540x8386,Bronze,2023-07-22,5,140.63,2026-01-24T12:23:21.137418,dine_in
CUST-CTVV2Y,Christian,Wallace,fmiller@example.com,617-501-6608x80199,Silver,2023-08-04,7,411.5,2025-09-11T17:17:40.137418,dine_in
CUST-SSZKB6,Diamond,Bryant,michael03@example.com,789-397-5711x30554,Bronze,2023-05-09,3,175.89,2025-12-28T21:43:50.137418,dine_in
CUST-RVS997,Brandon,Martin,brandon.martin@icloud.com,(561)949-3316,Silver,2023-06-03,4,220.02,2026-01-18T18:25:09.137418,dine_in
CUST-R9CUAG,Makayla,Lee,daniel60@example.net,+1-991-477-9827x08086,Gold,2023-09-27,9,568.27,2026-01-25T16:43:46.137418,dine_in
CUST-KY2PNW,Heather,Thompson,heather.thompson318@yahoo.com,(516)699-5866,Bronze,2025-10-07,1,46.09,2025-10-16T19:34:40.137418,takeout
CUST-9ELU2W,Raymond,Cooper,raymond.cooper@outlook.com,572-626-9848x5833,Silver,2025-02-07,4,237.36,2025-11-26T16:10:37.137418,dine_in
CUST-BCPQVK,Glenda,Morse,tinasantos@example.org,385.215.8799x68460,Silver,2023-05-11,4,291.38,2025-11-26T21:21:14.137418,dine_in
CUST-YYF8S3,Oscar,Brown,gonzalezkaren@example.org,542-804-3805x7198,Bronze,2023-05-14,6,351.66,2026-01-23T20:05:08.137418,dine_in
CUST-2J62A3,John,Mueller,john.mueller999@gmail.com,001-940-566-6580x043,Silver,2023-04-24,3,179.03,2025-12-13T14:53:58.137418,dine_in
CUST-QMRUMJ,Rhonda,Bush,rhonda.bush@icloud.com,+1-359-889-3347x2122,Bronze,2024-07-31,5,412.93,2025-12-24T10:12:33.137418,dine_in
CUST-A5ABM7,Billy,Ramirez,billy.ramirez@gmail.com,222-694-0572x025,Gold,2024-07-31,2,63.87,2026-01-28T19:37:32.137418,dine_in
CUST-PLPZJC,Tracy,Armstrong,tracy.armstrong@icloud.com,(815)383-2818x268,Bronze,2023-06-26,4,220.67,2025-08-30T18:48:43.137418,dine_in
CUST-SBN652,Michael,Ware,michael.ware@gmail.com,+1-555-554-3987x80157,Bronze,2023-06-16,2,115.88,2025-10-22T19:05:42.137418,takeout
CUST-UKVQUR,Susan,Fleming,patrick16@example.com,+1-240-685-8877,Bronze,2025-07-15,5,515.06,2026-01-10T22:53:18.137418,takeout
CUST-2HAPHM,Rachel,Lee,vaughangary@example.net,+1-801-333-6138,Gold,2026-03-25,3,174.08,2025-11-16T20:06:31.137418,dine_in
CUST-AX5ZDS,Julie,Hernandez,julie.hernandez@hotmail.com,650.811.0248x193,Platinum,2023-05-21,4,336.07,2026-01-13T19:09:10.137418,takeout
CUST-JBH5P6,Paul,Mccoy,paul.mccoy@gmail.com,(350)661-8091x90158,Silver,2024-03-30,7,419.74,2026-01-30T19:07:26.137418,dine_in
CUST-NUBXEK,Kristin,Turner,campbellsara@example.com,(207)428-3268x4245,Gold,2023-09-24,3,183.27,2025-12-26T19:53:46.137418,dine_in
CUST-4LQH8E,David,Smith,fmedina@example.com,653.568.2223,Bronze,2023-05-06,3,328.98,2025-09-24T18:35:49.137418,dine_in
CUST-QLDM2Q,Danny,Lambert,danny.lambert827@gmail.com,001-308-578-1414,Silver,2024-12-24,4,265.32,2026-01-28T22:34:44.137418,takeout
CUST-YB4LCH,Jessica,Freeman,jessica.freeman307@icloud.com,652-431-4913x57759,Bronze,2026-03-25,2,87.38,2025-12-26T13:14:00.137418,dine_in
CUST-ANQZHQ,Ariana,Diaz,susan20@example.com,936.745.2577,Bronze,2023-03-30,2,32.18,2026-01-06T18:10:46.137418,dine_in
CUST-49E4MW,Kim,Tucker,kim.tucker@icloud.com,329-314-2834,Gold,2023-04-23,3,206.81,2026-02-09T18:51:24.137418,takeout
CUST-9GW3C5,Patricia,Atkinson,hessbeth@example.net,808.548.8725,Bronze,2026-01-30,7,355.89,2025-12-21T12:27:18.137418,dine_in
CUST-B7PZRN,Patricia,Lawrence,patricia.lawrence192@outlook.com,427-988-1658x0392,Bronze,2023-10-28,4,150.9,2025-12-06T12:14:07.137418,dine_in
CUST-EVVWR6,Erik,Knight,erik.knight141@gmail.com,001-627-750-3731,Bronze,2024-04-05,3,174.4,2025-11-23T19:43:43.137418,dine_in
CUST-3H9TAN,Jim,Barnett,paul70@example.org,+1-351-684-4989x2665,Bronze,2024-10-01,4,223.5,2026-02-08T20:38:11.137418,dine_in
CUST-MULJAV,Nicholas,Solomon,nicholas.solomon484@outlook.com,665.557.7908x27231,Silver,2024-09-07,3,179.89,2025-06-24T18:55:22.137418,takeout
CUST-99DXJ4,Edward,Moore,guerrerorobert@example.com,001-417-477-3926x0302,Bronze,2026-03-25,8,538.06,2026-02-06T20:57:15.137418,dine_in
CUST-H53M45,Crystal,Williams,crystal.williams@icloud.com,001-220-624-2869,Silver,2023-09-04,5,291.5,2025-12-01T21:26:31.137418,takeout
CUST-UYMUE8,Stacey,Robinson,kdillon@example.org,(592)892-9842x57991,Gold,2026-03-25,0,0.0,,
CUST-TFBBVA,Paul,Rodriguez,paul.rodriguez@outlook.com,288.362.9127,Bronze,2023-05-16,6,430.67,2025-11-08T13:39:48.137418,dine_in
CUST-Y75LAU,Christopher,Hopkins,princekimberly@example.net,(886)450-8637x65991,Silver,2025-02-07,6,301.4,2025-12-17T19:21:55.137418,dine_in
CUST-58M8ND,Jonathan,Cannon,jonathan.cannon@yahoo.com,349-286-4300,Silver,2023-10-22,1,93.9,2025-06-18T22:50:07.137418,takeout
CUST-WRLYT6,Nicholas,Harris,nicholas.harris604@outlook.com,665-812-6944x86959,Gold,2023-09-15,4,187.14,2026-02-02T20:08:53.137418,dine_in
CUST-ZKFAYU,Kari,Gutierrez,jwhite@example.net,844.795.6213x7213,Silver,2024-01-26,6,241.21,2025-12-05T11:49:50.137418,dine_in
CUST-FL3VWD,Lauren,Mendez,lauren.mendez@outlook.com,+1-702-360-1279x61143,Bronze,2026-03-25,6,368.72,2025-12-12T09:37:59.137418,dine_in
CUST-F6CYW6,Chelsea,Ramsey,chelsea.ramsey710@outlook.com,(598)249-0277x0384,Bronze,2023-07-12,4,189.98,2025-11-15T18:21:40.137418,dine_in
CUST-DANZ96,Kristen,Dixon,kristen.dixon@hotmail.com,001-739-820-5302x146,Bronze,2024-12-29,4,319.82,2025-12-03T20:56:23.137418,dine_in
CUST-3U2HQ3,Richard,Gonzalez,richard.gonzalez@gmail.com,6115848955,Platinum,2023-04-23,3,208.35,2025-11-13T12:31:02.137418,takeout
CUST-FNZT6C,Catherine,Lee,catherine.lee@icloud.com,(390)642-6818x1845,Silver,2023-10-18,3,231.12,2025-11-14T13:44:07.137418,dine_in
CUST-WVPBL9,Nancy,Li,nancy.li@icloud.com,001-947-269-7357,Silver,2023-07-16,4,221.77,2025-12-05T13:03:50.137418,dine_in
CUST-KHBU4E,Timothy,Scott,timothy.scott844@hotmail.com,(833)756-5880x4341,Silver,2024-02-24,3,204.79,2025-09-20T12:54:19.137418,dine_in
CUST-GAFKC5,Charles,Velazquez,charles.velazquez@hotmail.com,555.539.4237x3334,Gold,2023-07-16,0,0.0,,
CUST-WNMNFB,James,Wright,james.wright276@outlook.com,+1-752-711-1790x807,Silver,2023-05-25,6,479.64,2025-11-18T12:41:20.137418,dine_in
CUST-YDX3P2,Travis,Galloway,travis.galloway@gmail.com,001-447-228-4639,Gold,2023-10-10,1,80.92,2026-01-10T12:01:41.137418,dine_in
CUST-T5R6RC,Alicia,Henderson,shawphillip@example.net,001-727-618-7500x36915,Silver,2023-12-05,5,226.42,2026-02-07T18:00:49.137418,dine_in
CUST-63XVD2,Jacob,Baker,jacob.baker@yahoo.com,879-655-2763x655,Gold,2023-05-14,4,251.78,2025-12-11T18:00:26.137418,dine_in
CUST-P9P9W4,Shannon,Duncan,shannon.duncan570@gmail.com,001-431-443-8663,Bronze,2023-08-17,4,204.42,2026-01-21T18:54:07.137418,dine_in
CUST-JQ53VS,Thomas,Smith,thomas.smith581@hotmail.com,(472)288-5744x89061,Silver,2024-08-25,2,104.0,2025-04-23T20:26:09.137418,dine_in
CUST-87UDKT,Jason,King,jason.king671@hotmail.com,+1-317-754-5588x4506,Bronze,2024-03-03,4,227.05,2025-11-18T12:39:40.137418,dine_in
CUST-BJEVYB,Michelle,Mccarty,barbarasantos@example.net,(645)958-7716,Bronze,2023-07-03,7,429.34,2026-01-25T18:21:57.137418,dine_in
CUST-Z76A4K,Crystal,Thomas,crystal.thomas@hotmail.com,(756)599-6112,Silver,2026-03-25,6,237.86,2026-01-27T12:25:19.137418,dine_in
CUST-HKZ2LZ,Lawrence,Delgado,lawrence.delgado217@gmail.com,001-449-264-7598x762,Gold,2023-10-03,6,373.28,2026-01-10T12:00:02.137418,dine_in
CUST-RSMB3C,David,Young,shelby13@example.org,(411)317-8006x8114,Bronze,2024-09-29,3,187.19,2025-12-11T19:03:07.137418,dine_in
CUST-SUF6GB,Diana,Mcclure,diana.mcclure@gmail.com,933-947-2282x0055,Silver,2023-07-21,2,154.38,2026-01-08T13:40:44.137418,dine_in
CUST-4SWDAM,Theresa,Fernandez,theresa.fernandez@yahoo.com,687-728-2997x968,Bronze,2024-01-12,2,131.95,2025-10-22T13:31:56.137418,dine_in
CUST-M4J4CA,Timothy,Perez,timothy.perez@icloud.com,274-456-4240,Bronze,2023-06-25,2,161.01,2026-01-14T13:21:36.137418,dine_in
CUST-HGWS58,Maurice,Harrison,maurice.harrison@hotmail.com,2777406493,Silver,2024-02-24,5,301.4,2025-10-01T12:24:22.137418,dine_in
CUST-AJ3K8W,Jacob,Khan,jacob.khan@hotmail.com,(663)626-6341x63894,Bronze,2023-06-24,6,336.79,2026-02-08T23:55:31.137418,dine_in
CUST-KSVUA9,Robert,Castaneda,derrickrodriguez@example.com,+1-474-397-3502x080,Gold,2024-01-21,2,99.49,2025-09-08T20:01:35.137418,dine_in
CUST-VKXRLJ,Julian,Martinez,julian.martinez729@outlook.com,703.912.0735x647,Platinum,2024-04-14,2,130.2,2026-01-20T20:19:21.137418,dine_in
CUST-GSHB53,Heidi,Johnson,heidi.johnson@outlook.com,520-646-1872,Silver,2024-04-18,5,359.1,2025-11-20T20:03:57.137418,dine_in
CUST-9JPNBY,Lisa,Clayton,lisa.clayton@yahoo.com,536-973-0371,Silver,2024-05-22,3,164.21,2025-11-02T18:15:16.137418,takeout
CUST-WR8MKF,Paul,Ali,paul.ali100@icloud.com,520-888-1474x35031,Bronze,2024-07-31,8,560.04,2026-01-31T11:57:29.137418,dine_in
CUST-ZT786W,Mark,Jackson,mark.jackson@yahoo.com,391-563-0097x925,Bronze,2024-10-12,4,109.79,2025-12-13T09:11:18.137418,dine_in
CUST-LJK5R5,Eric,Davis,eric.davis911@icloud.com,+1-750-905-2812x735,Bronze,2023-05-12,4,150.64,2025-08-17T13:36:13.137418,takeout
CUST-XSP5E9,Jessica,Smith,jessica.smith@icloud.com,(452)740-7784x8739,Platinum,2023-05-21,5,108.18,2025-12-18T20:27:02.137418,takeout
CUST-5FCL9L,Mario,Mcdonald,mario.mcdonald780@hotmail.com,+1-282-818-2744x857,Silver,2024-02-02,5,328.21,2026-02-08T12:21:41.137418,dine_in
CUST-F32EPP,Jessica,Andrade,jessica.andrade@hotmail.com,+1-459-635-1863x878,Bronze,2023-06-15,7,296.15,2026-01-17T12:05:48.137418,dine_in
CUST-MAL4GX,Marcus,Davidson,marcus.davidson899@yahoo.com,318-910-2203,Bronze,2023-05-15,4,329.89,2025-10-26T17:20:27.137418,takeout
CUST-NUF4KK,James,Johnson,hbarrett@example.net,001-994-205-3910x371,Silver,2023-08-23,4,148.91,2025-11-10T17:50:22.137418,dine_in
CUST-69L6MG,Michael,Paul,yshort@example.net,3943801413,Gold,2023-09-30,3,138.04,2025-12-09T12:38:54.137418,dine_in
CUST-HZEZUF,Jessica,Schmidt,jessica.schmidt@gmail.com,338.739.2886,Silver,2024-09-14,6,422.64,2025-11-18T09:42:41.137418,takeout
CUST-VVBD4B,Emily,Park,emily.park@hotmail.com,(712)728-6852x89755,Silver,2023-11-16,3,89.7,2026-02-11T13:43:22.137418,delivery
CUST-EYWKXX,Robert,Schultz,robert.schultz@icloud.com,001-859-239-8368x4577,Bronze,2025-07-08,3,101.79,2025-07-26T16:36:19.137418,dine_in
CUST-SVK3RV,Jessica,Bird,holmesvictoria@example.com,4433350488,Gold,2026-03-25,6,220.4,2026-01-12T12:01:29.137418,dine_in
CUST-MPFT7Y,Benjamin,Kelly,benjamin.kelly688@yahoo.com,(845)593-3441,Bronze,2023-05-08,4,208.24,2026-02-05T13:47:09.137418,dine_in
CUST-UR82CZ,Jessica,Cummings,sthompson@example.net,001-719-740-9610,Silver,2023-11-04,5,291.18,2026-01-29T20:41:47.137418,takeout
CUST-9JB455,Nichole,Hamilton,nichole.hamilton@outlook.com,739-406-0480,Bronze,2025-02-18,2,71.89,2025-10-11T13:47:34.137418,dine_in
CUST-6AEWL6,Mark,Wolfe,brentdennis@example.com,399.981.3646x225,Bronze,2024-07-20,10,635.1,2026-02-11T18:21:43.137418,takeout
CUST-MLDNQ4,Ashley,Williams,ashley.williams@hotmail.com,(541)568-6227x8376,Silver,2024-10-28,3,135.67,2025-12-21T11:06:53.137418,dine_in
CUST-DYB8FP,John,Adams,john.adams@icloud.com,(659)411-6655x35590,Bronze,2023-09-16,2,98.89,2025-09-16T21:04:42.137418,dine_in
CUST-MAX49E,Vanessa,Jensen,chanson@example.org,435.621.1039,Bronze,2023-10-05,4,129.43,2026-01-29T18:21:19.137418,dine_in
CUST-BJLYX2,Alexander,Benson,alexander.benson979@icloud.com,547-670-5383,Silver,2023-08-24,5,175.97,2025-12-27T17:28:08.137418,dine_in
CUST-SYDXHM,Ana,Dean,ana.dean847@hotmail.com,(606)598-0420,Silver,2026-03-25,4,327.12,2025-05-21T11:50:51.137418,dine_in
CUST-BWF555,Kristina,Williamson,kristina.williamson@hotmail.com,6708164510,Bronze,2023-07-23,4,275.58,2025-10-31T12:04:54.137418,dine_in
CUST-STN4CQ,Jerry,James,jerry.james@gmail.com,001-215-279-8123x878,Bronze,2023-05-11,6,513.57,2026-02-03T12:45:46.137418,dine_in
CUST-RWDPTA,John,Moreno,john.moreno@icloud.com,876-220-5554x38404,Silver,2025-06-09,5,274.47,2026-01-04T15:25:11.137418,dine_in
CUST-TWQL44,Sherry,Avery,edwardprince@example.net,(416)889-3639,Bronze,2024-09-08,3,168.16,2026-02-02T16:55:52.137418,takeout
CUST-VYMQDX,Tara,Browning,tara.browning@outlook.com,478-423-2983x24826,Platinum,2023-07-30,7,496.1,2026-02-10T12:53:57.137418,dine_in
CUST-SYBFEY,Lonnie,Grant,whitemary@example.org,001-205-666-4742x3122,Bronze,2024-03-04,6,355.6,2025-12-04T10:32:47.137418,takeout
CUST-G7NQ3Y,Catherine,Salazar,catherine.salazar649@hotmail.com,+1-433-805-1728x975,Gold,2024-02-13,3,188.5,2026-01-22T20:47:15.137418,delivery
CUST-2QX8ER,Travis,Taylor,travis.taylor@gmail.com,530.360.4633,Bronze,2024-02-10,2,89.18,2025-07-12T20:53:45.137418,dine_in
